Day,Month,Year,F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8,F_9,F_10,F_11,F_12,F_13,F_14,F_15,F_16,F_17,F_18,F_19,F_20,F_21,F_22,F_23,F_24,F_25,F_26,F_27,F_28,F_29,F_30,F_31,F_32,F_33,F_34,F_35,F_36,F_37,F_38,F_39,F_40,F_41,F_42,F_43,F_44,F_45,F_46,F_47,F_48,F_49,F_50,F_51,F_52,F_53,F_54,F_55,F_56,F_57,F_58,F_59,F_60,F_61,F_62,F_63,F_64,F_65,F_66,F_67,F_68,F_69,F_70,F_71,F_72,F_73,F_74,F_75,F_76,F_77,F_78,F_79,F_80,F_81,F_82,F_83,F_84,F_85,F_86,F_87,F_88,F_89,F_90,F_91,F_92,F_93,F_94,F_95,F_96,F_97,F_98,F_99,F_100
11,Oct,2013,8152.32,9.093,402.01,11.3,34.28,31.44,3115213.57,384409.63,42537.62,4.7423,38156.19,753.44,3067.71,43914.84,3545.47,923.13,33380.8,7.1488,10.53,5826.15,0.5122,104330.67,3456.82,1959.79,73753.6,17383.12,657682.92,0.8936,10.69,168.26,29541.25,10014.31,36245.56,3549.44,245.13,2.7797,150.53,4.9576,31.71,404893.39,10454.21,135.81,561.7,281.78,4638.34,39.26,2303.28,103.79,10.53,350275.48,0.7658,8.0462,26026.08,2.1347,146666.49,4.2016,83332.09,3887.65,2020165.64,8300.8,141.44,2159687.02,1593.03,8030.89,322084.33,222099.61,11546.98,364398.03,2496.79,2.6793,1282140.67,47.56,1500.56,4452.12,2407.33,1488310.44,36711.45,429.83,0.8293,19.03,206927.06,1406.54,802343.24,20284.81,1106,567.79,10.98,7757.98,600.31,42020.07,2825.18,1227942.52,10622.27,149.96,591.75,122.34,408.26,10.61,64.18,2.7848
12,Oct,2013,8216.53,9.0483,400.84,11.25,33.98,31.71,3124646.41,383132.16,42369.25,4.7491,38544.05,750.4,3065.69,44309.84,3561.17,910.25,33201.39,7.2848,10.4,5840.98,0.5112,107865.68,3444.14,1959.55,73846.19,17300.94,664910.68,0.8901,10.6,168.91,29225.5,9916.81,36336.21,3597.13,243.36,2.752,150.25,4.9216,31.67,409052.66,10496.15,133.92,567.42,281.33,4673.9,39.29,2268.43,102.84,10.49,352101.73,0.7481,7.9247,26240.41,2.1136,146941.69,4.1892,82800.08,3918.4,2041406.35,8374.64,139.21,2185765.18,1592.58,7971.94,321402.63,223626.28,11538.89,364272.39,2506.58,2.6989,1283353.09,46.93,1495.59,4435.48,2425.44,1492874.33,36992.89,434.53,0.8163,18.91,206855.89,1397.21,809188.91,20430.92,1114.6,565.16,10.85,7742.65,605.12,42340.17,2842.12,1246986.6,10694.48,149.2,586.52,122.31,405.74,10.52,64.22,2.7623
13,Oct,2013,8185.59,9.0165,399.58,11.26,33.57,31.37,3121006.62,389336.69,42744.83,4.6858,39400,752.69,3105.49,44629.24,3580.48,913.98,33312.53,7.2941,10.37,5889.18,0.5085,107707.18,3466.5,1958.18,74200.93,17307.38,663667.77,0.8895,10.46,167.23,29279.32,10034.25,36322.42,3593.54,244.88,2.743,149.18,4.9092,31.82,415698.38,10646.11,134.04,569.11,281.62,4681.72,38.86,2303.53,101.62,10.34,353670.07,0.7454,7.9503,26570.56,2.1068,148410.17,4.1474,83333.52,3922.4,2047601.43,8419.74,139.31,2197140.22,1615.64,8032.44,323518.55,223041.01,11443.79,368569.61,2505.73,2.6748,1280464.75,46.62,1482.03,4410.64,2433.11,1480678.48,37269.25,432.95,0.8096,18.95,205422.26,1403.95,813311.21,20264.36,1103.75,564.09,10.78,7802.51,612.61,42265.75,2847.71,1259522.19,10642.54,148.23,585.75,122.95,404.73,10.51,63.61,2.7509
14,Oct,2013,8360.45,8.8991,401.15,11.12,33.24,31.62,3157062.66,383779.33,42479.83,4.6748,38466.47,737.41,3139.28,45304.92,3571.35,903.2,32955.41,7.1849,10.01,5862.95,0.4835,114538.9,3407.84,1940.41,74250.97,17146.08,669006.59,0.8767,10.42,166.75,29074.61,9784.58,36828.33,3592.02,247.87,2.6687,147,4.7783,31.58,421144.06,10571.96,131.63,563.45,284.7,4697.36,39.07,2165,102.81,10.54,362558.01,0.7398,7.9839,25614.99,2.0696,148879.21,4.2149,82962.66,3926.72,2099440.38,8388.19,135.84,2250230.68,1612.61,8015.67,328172.23,228577.51,11876.85,367579.98,2547.75,2.6509,1266233.7,45.88,1514.2,4550.37,2465.74,1523087.04,37673.71,437.45,0.8169,18.72,209886.17,1362.62,800079.18,20484.9,1117.7,558.65,10.54,7675.54,610.49,41672.46,2829.8,1268153.6,10720.06,152.35,584.52,119.99,404.62,10.49,62.97,2.773
15,Oct,2013,8393.02,8.8749,402.05,11.07,33.11,31.5,3171920.55,385485.35,42318.8,4.7447,38468.97,747.58,3158.04,45004.16,3601.76,910.83,33037.9,7.2289,9.8829,5908.85,0.487,114234.06,3393.33,1952.04,74074.17,17335.62,670954.19,0.8773,10.33,165.14,29555.19,9785.16,36807.32,3577.65,246.42,2.6525,147.73,4.7603,31.62,427198.61,10689.8,131.21,564.04,285.54,4623.52,38.85,2190.52,101.97,10.46,358148.46,0.7358,7.9127,25903.07,2.0516,148434.02,4.2013,84514.93,3932.52,2107218.48,8453.52,137.32,2252288.87,1622.4,8052.19,327210.68,234049.07,11830.49,369738.49,2527.84,2.6094,1271248.72,45.69,1491.59,4563.99,2471.72,1530027.64,37780.04,436.85,0.8062,18.49,211244.75,1381.37,812080.01,20341.23,1105.62,555.19,10.52,7617.67,611.31,41346.28,2816.85,1270377.52,10776.45,153.43,585.82,118.21,405.55,10.36,62.71,2.7411
16,Oct,2013,8608.29,8.6796,403.99,10.89,32.11,31.48,3226875.02,386076.17,42273.59,4.7081,38012.25,736.63,3174.74,45857.68,3615.43,908.25,32420.98,7.073,9.7227,5808.14,0.4698,120179.61,3372.27,1977.97,74249.34,17107.92,676651.34,0.8802,10.15,163.05,29072.89,9621.62,37104.3,3604.52,250.91,2.5702,146.68,4.6894,31.52,430242.58,10629.6,129.19,557.89,283.48,4675.79,38.86,2122.31,101.68,10.61,367013.69,0.7247,7.9366,25390.71,2.0452,150475.79,4.2091,83716.35,3867.56,2137635.4,8399.41,132.91,2312895.83,1611.09,8084.69,333780.68,238400.05,12295.98,370238.53,2548,2.6165,1255539.57,45.11,1521.04,4620.59,2488.05,1577331.15,38363.48,436.79,0.8114,18.29,212543.58,1349.68,803820.28,20280.51,1109.75,552.19,10.43,7627.2,604.16,40780.39,2838.69,1285349.9,10937.72,157.74,584.45,115.42,405.09,10.3,62.63,2.74
17,Oct,2013,8860.68,8.6569,400.8,10.84,31.55,31.38,3276811.1,383676.31,42032.27,4.6903,37360.15,728.72,3227.01,46005.89,3635.74,910.04,31990.76,6.875,9.5573,5821.16,0.4542,125232.96,3357.71,1974.22,73949.81,17138.85,677751.79,0.8714,9.9202,163.48,29230.37,9368.17,37136.13,3658.7,254.03,2.4688,144.54,4.5674,30.98,433064.7,10553.88,128.21,556.18,283.58,4649.99,38.94,2069.02,101.83,10.7,369601.37,0.7187,7.9492,25104.94,2.005,153530.77,4.23,83125.97,3818.92,2175299.45,8372.38,130.24,2367184.36,1630.71,8172.37,338596.93,241761.95,12642.35,367910.41,2585.52,2.604,1245317.13,44.33,1549.25,4631.13,2511.25,1610496.47,39298.47,441.9,0.8135,18.06,215200.89,1332.25,800325.93,20119.88,1097.12,552.56,10.45,7577.02,599.98,40707.43,2835.65,1302009.78,10897.02,161.97,586.93,113.31,408.13,10.36,61.71,2.7225
18,Oct,2013,8872.13,8.6887,398.57,10.79,31.73,31.48,3301743.07,385628.13,42168.5,4.7247,38030.88,738.06,3249.94,46165.84,3694.76,903.08,32216.94,6.9374,9.5514,5835.68,0.4568,124832.17,3352.33,1973.95,74711.47,17159.31,682198.41,0.8618,9.9138,162.14,29665.52,9470.46,37087.1,3642.94,253.07,2.4794,142.87,4.5566,30.75,431563.39,10631.04,128.77,556.1,282.51,4642.31,38.78,2117.68,101.02,10.55,371831.5,0.7135,7.8111,25503.78,1.9865,154590.51,4.1844,84133.96,3832.33,2187980.38,8359.05,132.63,2381201,1649.15,8091.31,341618.22,241524.01,12512.8,367803.98,2579.54,2.5646,1263189.54,44.18,1542.87,4550.57,2493.88,1602196.22,39904.23,439.28,0.7996,18.01,213175.13,1336.14,822877.79,20408.96,1097.34,555.13,10.28,7602.37,607.76,41072.35,2874.85,1293348.9,10790.91,157.29,593.04,113.96,406.18,10.24,61.83,2.7323
19,Oct,2013,8836.53,8.5626,393.61,10.84,31.67,31.28,3321087.71,387462.62,42190.02,4.7365,38162.26,738.69,3270.81,46140.01,3724.64,900.43,31874.41,6.9285,9.4303,5775.8,0.4528,126170.36,3362.22,1990.45,75240.73,17255.19,687689.09,0.8642,9.9497,161.52,29898,9605.74,37010.62,3630.29,253.4,2.4669,143.59,4.5416,30.64,433953.92,10611.05,129.36,553.13,283.6,4618.25,38.27,2100.82,99.47,10.6,377254.15,0.7091,7.834,25301.33,1.9783,152820.4,4.1473,85013.18,3841.87,2211342.47,8434.99,132.17,2377116.32,1643.35,8158.21,345744.44,245361.52,12548.97,368158.64,2602.32,2.526,1273680.95,43.59,1532.21,4570.87,2494.12,1614352.41,40042.62,435.94,0.7934,17.99,213294.4,1332.91,829481.36,20425.96,1094.27,554.72,10.2,7670.73,611.7,41173.59,2891.55,1297173.64,10889.51,155.51,597.28,113.63,406.77,10.2,61.45,2.7304
20,Oct,2013,8947.07,8.5775,393.67,10.86,31.65,31.11,3360226.41,391993.21,42216.73,4.7227,38760.28,742.32,3277.89,45503.69,3733.84,897.34,31749.31,6.9141,9.3479,5843.54,0.4561,125261.52,3369.63,1979.73,75114.87,17487.51,680786.16,0.8638,9.9077,163.14,30264.44,9695.92,36640.32,3657.3,253.53,2.508,145.58,4.5178,30.24,434753.52,10616.56,130.64,560.11,282.51,4629.7,38.21,2108.07,100.55,10.59,375943.17,0.7076,7.8726,25243.54,1.9765,155240.29,4.106,86885.1,3839.4,2209693.16,8524.24,131.84,2366207.5,1657.65,8188.5,345336.13,244786.17,12294.73,363939.15,2606.26,2.505,1285616.71,43.5,1518.74,4561.27,2477.37,1614591.74,40350.04,433.6,0.779,17.93,212108.49,1346.16,834696.61,20218.93,1085.84,560.26,10.25,7639.39,619.83,41813.83,2867.88,1294335.76,10915.77,153.38,599.03,113.91,404.63,10.27,60.46,2.7247
21,Oct,2013,8796.75,8.484,390.83,10.9,31.12,30.92,3354901.17,396311.14,42469.05,4.6936,39122.17,750.71,3265.66,45932.56,3763.1,900.11,32458.09,6.8494,9.2732,5861.92,0.4576,123650.61,3375.21,1984.32,75777.36,17575.12,685270.51,0.8648,9.864,163.12,30267.99,9582.17,36544.22,3663.97,251.86,2.5132,147,4.5396,30.13,437296.79,10745.59,129.54,564.35,284.1,4624.5,37.83,2131.41,99.81,10.55,377085.94,0.7119,7.8939,25731.64,1.9812,156412.13,4.0505,87155.6,3914.05,2230233.71,8605.95,131.38,2384890.67,1668.5,8134.93,342498.14,244090.49,12164.88,365684.45,2589.22,2.4926,1302925.83,43.33,1491.5,4600.33,2471.43,1607904.71,40882.22,431.2,0.7695,17.87,212529.73,1354.49,845105.33,20230.56,1078.44,566.26,10.17,7740.72,624.89,41704.97,2858.79,1289159.74,11048.38,153.31,597.1,113.44,401.22,10.19,60.72,2.6905
1,Nov,2013,8906.05,8.4047,387.95,10.78,30.48,30.95,3396507.22,396463.33,43125.82,4.6515,38533.62,742.91,3246.91,45654.51,3743.05,900.6,32312,6.7552,9.0244,5839.94,0.4459,129104.43,3356.71,1986.88,75771.54,17293.94,694646.34,0.8649,9.8294,163.86,30114.78,9493.51,36750.71,3739.29,252.84,2.4895,145.95,4.4914,29.73,443125.16,10671.28,127.23,559.02,281.11,4679.22,37.55,2052.98,99.5,10.63,382018.41,0.701,8.0101,25647.49,1.9649,158645.46,4.0806,85672.74,3861.37,2271487.87,8582.27,128.46,2441690.3,1669.83,8108.58,344431.46,248978.55,12461.82,366738.66,2611.4,2.462,1283639.26,43.17,1531.29,4712.29,2508.72,1642833.09,41388.79,435.16,0.7719,17.58,216632.12,1341.61,832621.1,20445.69,1085.87,569.33,10.06,7726.53,614.48,40958.67,2839.34,1303807.73,11103.13,155.82,599.27,110.55,400.67,10.22,59.38,2.6969
2,Nov,2013,8667.09,8.3718,383.2,10.78,30.86,30.86,3402187.52,400464.64,43189.22,4.6758,39363.11,755.36,3241.47,45548.13,3768.02,906.16,32638.58,6.8419,9.101,5900.63,0.4564,125242.04,3381.8,1998.47,76189.28,17394.62,693859.54,0.8612,9.7524,165.45,30877.67,9663.5,36264.76,3713.24,248.09,2.5127,145.97,4.4521,29.59,439105.57,10822.54,128.85,565.46,279.66,4663.16,37.85,2133.43,99.06,10.39,377960.69,0.7053,7.9031,26317.38,1.9707,159216.64,4.0066,86601.78,3902.81,2268850.93,8658.1,131.46,2448847.76,1663.93,8129.32,346613.71,248511.87,12283.81,375272.29,2565.19,2.4502,1312819.11,43.23,1503.49,4633.78,2475.52,1639275.8,41581.73,434.44,0.7511,17.76,211569.91,1365.89,850166.34,20715.58,1079.29,570.15,9.9063,7727.33,621.92,41434.02,2858.98,1304949.19,11183.76,151.01,594.57,111.71,398.93,10.28,59.3,2.6646
3,Nov,2013,8833.3,8.3078,380.78,10.74,30.53,30.75,3421333.3,403904.68,43238.9,4.6876,39448.13,751.38,3231.87,45727.47,3820.65,891.29,32716.74,6.6795,9.1075,5887.8,0.4467,127407.29,3360.45,2014.85,76940.13,17559.55,696491.25,0.8526,9.5866,165.84,30982.17,9561.19,36245.88,3706.23,248.65,2.4694,146.18,4.4489,29.19,443920.72,10872.46,127.68,559.47,278.99,4679.68,38.14,2098.45,98.73,10.34,381272.04,0.7009,7.8908,26418.44,1.938,161150.4,4.0367,86430.66,3898.4,2284451.46,8603.9,130.97,2471285.37,1675.05,8162.92,348143.76,252908.91,12167.99,375553.54,2537.41,2.4359,1297362.1,43.19,1520.47,4656.71,2514.78,1651488.78,41903.79,434.3,0.7502,17.41,214162.49,1368.38,846359.57,20565.72,1088.65,564.97,9.7739,7833.47,619.36,42007.43,2857.91,1325951.42,11240.59,151.61,600.56,110.13,394.49,10.29,59.03,2.6681
4,Nov,2013,8744.77,8.2668,379.17,10.8,30.43,30.94,3429387.19,406150.08,43729.76,4.7375,39723.72,756.7,3242,45991.05,3866.29,897.7,33048.23,6.6948,9.1222,5945.33,0.4549,127232.64,3325.76,1989.62,77195.21,17732,698502.29,0.8499,9.5445,164.52,31397.55,9649.19,36481.87,3716.65,248.83,2.5039,144.42,4.449,28.95,444665.75,11109.65,127.23,561.77,278.7,4628.74,38.03,2101.84,98.73,10.21,380889.12,0.6967,7.7912,26533.93,1.9128,159707.79,4.051,86179.48,3918.15,2304235.86,8764.43,130.56,2475911.96,1680.61,8208.55,347451.31,253516.25,12018.52,379516.24,2530.19,2.4158,1308610.03,43.21,1498.73,4640.56,2505.73,1644364.47,41836.96,434.41,0.7376,17.6,215770.59,1378.12,863654.55,20650.47,1087.91,564.87,9.6193,7792.09,622.82,42421.18,2884.81,1326373.81,11361.27,149.44,598.56,109.1,393.06,10.18,58.66,2.6606
5,Nov,2013,8599.88,8.286,380.48,10.92,30.51,30.34,3419471.19,416304.35,43704.79,4.7806,40441.41,768.45,3239.93,46045.73,3900.25,905.55,33764.15,6.7768,9.2311,6049.5,0.4613,122746,3314.94,1980.38,77576.3,17932.09,701318.84,0.8384,9.4451,164.68,31788.88,9746.18,36079.64,3724.86,246.76,2.5195,145.47,4.4794,28.72,447946.97,11199.5,129,565.37,278.63,4637.48,37.9,2206.05,98.95,10.09,378636.2,0.6984,7.6617,26991.14,1.9215,160790.13,4.0038,87782.65,3960.14,2270241.45,8959.92,132.92,2446758.96,1687.37,8108.81,342894.21,253577.06,11823.05,379029.16,2487.26,2.3969,1324901.73,43.3,1465.01,4590.7,2488.45,1640770.53,42426.5,429.5,0.7263,17.69,215741.05,1407.48,883409.49,20737.23,1065.29,560.14,9.5415,7928.78,643.16,42797.78,2883.84,1310257.96,11451.33,145.52,591.68,111.59,386.93,10.11,58.28,2.6458
6,Nov,2013,8470.61,8.3046,377.17,10.86,30.29,30,3428330.16,423792.6,43858.83,4.7361,41469.15,776.67,3227.17,46202.95,3946.91,905.19,34462.06,6.8345,9.2601,6046.12,0.4659,121715.54,3295.6,1995.7,77874.82,18090.85,703901.46,0.8289,9.3991,164.42,32261.53,9799.25,35914.97,3668.58,246.73,2.5135,145.31,4.4766,28.6,449277.85,11295.26,129.25,567.93,276.24,4613.5,37.31,2253.24,98.05,10.12,380077.48,0.7041,7.6354,27132.87,1.9102,163463.6,3.9431,89103.11,3923.4,2286794.33,9022.62,131.69,2430021.33,1698.65,8024.4,342137.13,254000.72,11702.2,379046.44,2459.04,2.4037,1345340.93,43.43,1450.62,4542.33,2482.41,1651435.05,42340.79,426.71,0.7166,17.76,213861.46,1432.27,891640.17,20631.31,1050.71,562.31,9.6139,8010.59,650.68,43410.08,2899.7,1321613.01,11556.23,143.38,586.14,113.01,385.37,10.01,57.99,2.6087
7,Nov,2013,8407.07,8.374,376.71,10.97,30.09,29.68,3501686.23,428994.26,43805.72,4.7845,41941.23,780.04,3197.85,45769.82,3994.01,902.3,35075.2,6.8786,9.2366,6050.73,0.4708,119471.49,3298.83,1989.1,78545.54,18000.67,711571.91,0.8264,9.3897,165.54,32735.22,10025.86,35704.7,3707.05,244.98,2.5278,145.25,4.4845,28.22,448760.39,11391.03,130.57,572.85,272.02,4618.04,37.54,2325.29,96.99,9.9309,373785.95,0.6997,7.5058,27423.75,1.8892,162006.46,3.9064,90628.09,3896.04,2316549.04,9113.37,135.33,2438404.51,1703.2,7988.28,343902.56,251492.39,11547.85,381328.16,2443.5,2.3875,1354337.58,43.47,1430.34,4491.03,2450.81,1644576.11,42341.35,417.25,0.698,17.81,217003.44,1459.49,906247.37,20804.35,1053.9,557.94,9.6097,8091.63,657.03,44370.37,2940,1322725.56,11599.13,138.9,582.71,114.02,381.36,10.09,58.5,2.6173
8,Nov,2013,8485.17,8.2475,373.73,10.97,30.24,29.39,3523426.13,431444.96,43335.68,4.7718,41867.59,766.72,3221.01,45829.01,3964.94,904.57,34996.34,6.8791,9.0406,6014.05,0.4603,124922.08,3292.68,1953.23,77665.16,17699.95,716446.03,0.8166,9.3141,165.72,32484.78,9862.77,35769.19,3725.39,246.38,2.474,145.45,4.3642,28.1,453347.82,11457.33,128.5,563.11,269.42,4655.59,37.65,2210.32,96.78,10.06,381313.03,0.6929,7.4614,27575.16,1.8821,162481.41,3.9286,90345.96,3859.48,2354414.22,9199.24,134.44,2504138.82,1676.38,7952.4,344547.23,258755.51,11753.02,379287.78,2464.4,2.3904,1355765.04,43.06,1457.71,4518.83,2479.71,1661585.99,42631.25,421.89,0.6988,17.76,222381.95,1427.01,893929.41,20954.51,1051.65,559.02,9.5846,8104.99,647.99,44418.22,2950.24,1336897.8,11831.63,140.77,582.02,112.39,382.82,9.9481,58.45,2.6368
9,Nov,2013,8648.96,8.159,369.96,10.94,29.55,29.49,3581809.78,432328.8,43362.46,4.7015,41400.85,762.6,3189.63,46440.33,3990,899.96,34649.94,6.765,8.9312,6015.11,0.452,128771.18,3269.83,1934.15,77273.54,17709.74,723469.26,0.8109,9.2581,164.2,32376.64,9806.66,36143.24,3767.14,246.9,2.4296,143.16,4.3367,27.76,462948.67,11410.04,125.48,569.65,265.91,4691.89,37.9,2137.62,95.96,10.12,389094.99,0.6805,7.4358,27377.96,1.8543,165085.52,3.9357,89524.3,3801.91,2408088.29,9210.36,132.28,2539226.26,1660.15,7907.91,349421.95,260512.76,11988.46,382636.13,2465.03,2.3751,1362272.46,43.23,1466.35,4576.59,2526.42,1686337.67,42715.46,430.82,0.7055,17.52,226300.3,1424.33,892792.18,21153.89,1060.11,553.65,9.4366,8140.79,639.02,43750.42,2985.85,1344383.61,11910.99,142.77,576.81,109.22,382.94,9.9247,58.24,2.6609
10,Nov,2013,8775.39,8.1048,370.63,10.85,29.52,29.21,3634765.85,425686.16,43578.36,4.6848,41285.09,762.23,3210.51,46000.26,4041.68,898.92,34300.86,6.638,8.855,6072.45,0.4456,129967.71,3254.55,1920.24,77627.74,17777.51,727174.35,0.8105,9.1572,165.65,32404.39,9792.41,35920.56,3790.82,247.45,2.4133,142,4.3158,27.87,463492.06,11388.62,124.01,562.86,264.78,4768.98,37.92,2084.99,96.35,10.1,389248.82,0.6751,7.4066,27245.4,1.8356,165478.24,3.9438,90061.69,3779.88,2432554.84,9129.98,130.73,2579019.15,1667.86,7954.83,349115.85,263161.88,12066.23,388888.62,2490.14,2.3626,1363689.06,42.87,1480.17,4625.68,2561.19,1695934.46,42770.07,429.78,0.7118,17.61,228110.08,1426.78,886395.13,21004.95,1073.2,560.35,9.2734,8141.66,640.16,44089.49,2974.87,1348099.89,12015.3,142,579.71,106.87,382.44,9.9768,58.32,2.6464
11,Nov,2013,8992.76,8.0232,366.42,10.79,29.23,28.77,3702144.61,431633.55,43202.45,4.6162,41179.42,753.46,3195.6,46321.06,4084.46,906.57,34085,6.5595,8.6318,6058.43,0.4303,135436.24,3207.7,1938.7,76935.32,17691.03,728904,0.8065,9.0544,166.55,32146.44,9613.56,36233.37,3814.94,250.2,2.3386,140.19,4.2385,27.59,469073.1,11330.96,120.02,551.27,261.7,4773.95,37.61,2041.75,96.38,10.16,394957.47,0.6661,7.4293,27104.3,1.8152,168454.87,3.9546,90884.56,3693.36,2468309.19,9079.71,128.45,2623423.98,1661.33,7982.56,355205.89,270521.32,12264.95,385936.28,2477.74,2.3504,1343199.92,42.67,1518.23,4668.12,2608.94,1735289.45,43290.85,434.97,0.7172,17.47,230696.9,1384.19,889104.24,20851.55,1086.81,556.74,9.3531,8120.64,632.43,44313.33,3001.62,1367197.19,12093.05,144.61,576.53,105.92,381.02,9.9451,57.22,2.6346
12,Nov,2013,8952.22,7.9412,364.66,10.77,29.1,28.8,3669771.4,434553.33,43917.61,4.5659,41219.7,764.55,3183.89,46615.74,4054.03,899.16,34176.3,6.4642,8.5802,6093.33,0.4286,135672.15,3219.77,1924.3,76729.9,17766.3,733092.51,0.8047,9.116,164.85,32385.38,9685.04,36538.85,3819.53,248.96,2.3329,141.11,4.1963,27.61,471631.89,11472.31,120.1,544.75,260.37,4797.66,37.37,2060.26,96.63,10.19,395128.32,0.6688,7.4465,27117.4,1.8163,168083.09,3.9603,90805.5,3720.93,2500215.71,9106.9,127.68,2637448.93,1672.72,7921.5,355577.74,271942.46,12313.2,388303.6,2483.45,2.3213,1355685.9,42.19,1485.96,4676.27,2602.31,1749405.07,42966.2,436.83,0.7139,17.47,232149.21,1384.15,903509.59,20919.65,1088.38,563.98,9.2053,8076,634.43,44393.88,3009.83,1363739.49,12086.04,145.29,576.45,105.18,381.45,9.9359,57.46,2.617
13,Nov,2013,8781.87,7.9434,361.53,10.74,29.17,28.8,3708038.55,436567.84,43796.67,4.5295,41453.51,769.09,3186.38,46240.21,4061.78,899.95,34712.72,6.5074,8.6269,6035.05,0.4263,135762.97,3260.87,1892.43,76093.26,17849.04,728863.95,0.8049,9.1611,161.83,32585.69,9906.68,36568.38,3827.12,249.64,2.3297,142.44,4.1738,27.33,469475.55,11510.46,119.08,550.84,261.06,4778.05,37.27,2094.21,95.49,10.03,399651.66,0.6633,7.3092,27271.05,1.809,168587.64,3.8939,92022.84,3742.95,2500552.2,9245.13,126.97,2638522.25,1680.44,7835.49,357617.53,277752.41,12260.63,390090.34,2474.32,2.3108,1362461.95,41.66,1476.36,4737.75,2614.45,1763449.72,43120.22,437.44,0.7107,17.3,232243.01,1399.47,923432.18,20866.5,1078.74,562.78,9.1496,8102.99,643.01,44530.25,3042.19,1383649.59,12100.6,144.29,573.44,105.59,375.98,9.9459,56.89,2.622
14,Nov,2013,8996.8,7.8531,361.19,10.66,28.34,28.83,3772089.9,440661.51,43218.86,4.5194,40241.17,747.1,3213.86,46668.32,4054.11,902.82,33881.24,6.3851,8.3105,5881.57,0.4094,144981.7,3252.2,1888.87,76468.41,17585,736264.88,0.797,9.0506,162.24,32157.82,9683.76,37431.2,3838.71,258.39,2.2378,140.63,4.0502,27.22,477013.01,11326.24,115.72,543.77,261.05,4792.87,37.61,1932.25,94.36,10.25,406243.56,0.6508,7.4333,26810.98,1.7716,168037.84,3.9396,89873.43,3699.65,2539634.66,9200.25,122.21,2737042.73,1669.48,7927.17,364300.14,280881.48,12733.17,390166.62,2523.74,2.3051,1330948.4,40.64,1536.67,4817.41,2623.48,1812255.01,43715,447.59,0.7234,16.88,239849.86,1353.78,917119.62,20834.46,1104.77,561.49,9.0817,8001.4,628.28,44061.7,3080.17,1419972.39,12092.39,149.53,574.98,102.29,380.77,9.8729,55.94,2.6133
15,Nov,2013,9087.11,7.7839,362.67,10.6,28.22,28.66,3836708.29,441934.55,42698.75,4.5196,39917.36,736.65,3253.21,46885.02,4079.01,892.23,33381.65,6.3044,8.2753,5885.75,0.4008,149861.85,3185.39,1892.48,76292.35,17562.83,749422.04,0.7937,8.9854,163.15,31769.51,9636.52,37688.94,3766.16,259.37,2.1664,140.71,4.013,26.89,485852.42,11262.42,115.38,543.65,259.76,4771.78,37.98,1893.03,94.91,10.26,412354.16,0.6481,7.409,26401.37,1.7628,168528.15,4.0325,90325.18,3684.79,2555499.16,9182.42,121.14,2826354.5,1667.43,7999.59,368356.26,286314.2,12840.69,390100.69,2562.44,2.2647,1308417.76,40.69,1548.44,4853.18,2637.27,1855784.68,43973.05,445.81,0.7249,16.41,245972.09,1342.14,925062.29,20701.51,1125.86,556.03,9.0326,8007.03,623.61,44196.36,3086.34,1441664.42,12101.31,150.74,572.07,99.62,378.61,9.8907,56.16,2.6294
16,Nov,2013,9186.28,7.7633,364.9,10.44,28.1,28.61,3860659.02,443125.59,43146,4.5319,40176.44,727.59,3268.78,46844.01,4106.65,898.48,33477.36,6.3364,8.186,5853.88,0.3997,151314.62,3190.72,1896.35,76179.46,17493.17,757319.36,0.7898,8.9042,164.33,31782.3,9478.35,37448.25,3781.07,261.12,2.1941,138.63,3.9333,26.99,486947.69,11230.59,114.77,542.85,259.29,4749.51,37.32,1895.39,94.27,10.1,408645.32,0.6377,7.4365,26563.86,1.7554,169416.9,4.0129,90944.51,3674.98,2575416.89,9110.19,121.24,2857426.38,1661.6,7960.49,368869.72,290290.56,12975.15,388275.65,2570.22,2.2765,1325109.28,40.3,1553.2,4914.58,2640.2,1856659.67,44205.93,442.3,0.7231,16.4,244739.05,1341.39,925942.16,20820.21,1134.42,555.45,8.9292,7967.31,625.13,44333.83,3118.29,1470271.48,12112.03,150.69,574.99,100.08,378.9,9.8478,55.49,2.6521
17,Nov,2013,8999.27,7.7452,369.2,10.41,28.22,28.34,3882533.6,450183.34,43746.06,4.4656,41585.09,745.85,3283.83,46394.27,4094.64,895.81,33651.78,6.3707,8.3037,5969.33,0.4015,147138.72,3226.9,1888.75,76957.7,17509.2,766036.7,0.7919,8.8557,164,32074.93,9569.43,37175.67,3780.61,259.99,2.1673,139.74,3.9475,26.94,477657.98,11486.52,117.13,549.66,259.42,4713.53,37.17,1960.28,94.36,9.9212,402105.18,0.6361,7.3278,27056.5,1.7574,171926.51,3.9032,92495.22,3654.13,2540189.29,9109.69,123.59,2811734.37,1672.13,7912.42,365605.72,292450.08,12758.07,389819.52,2534.62,2.2647,1348231,40.42,1523.93,4912.7,2606.93,1866676.43,45069.05,434.41,0.7082,16.43,244740.74,1363.52,945050.66,20726.07,1137.99,560.6,8.8937,7992.16,626.92,45031.59,3114.65,1467164.01,12140.91,147.09,580.88,101.19,379.69,9.773,55,2.6453
